2025-06-05 19:05:29 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:04 | INFO | fairseq_cli.preprocess | [pl] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/valid.pl_en.pl: 2000 sents, 71569 tokens, 0.0% replaced (by <unk>)
2025-06-05 19:06:04 | INFO | fairseq_cli.preprocess | [pl] Dictionary: 50001 types
2025-06-05 19:06:10 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:10 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:10 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:13 | INFO | fairseq_cli.preprocess | [pl] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/test.pl_en.pl: 2000 sents, 75622 tokens, 0.0% replaced (by <unk>)
2025-06-05 19:06:13 | INFO | fairseq_cli.preprocess | [en] Dictionary: 50001 types
2025-06-05 19:06:18 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:19 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:19 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:37 | INFO | fairseq_cli.preprocess | [en] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/train.pl_en.en: 185310 sents, 6655723 tokens, 1.5e-05% replaced (by <unk>)
2025-06-05 19:06:37 | INFO | fairseq_cli.preprocess | [en] Dictionary: 50001 types
2025-06-05 19:06:43 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:43 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:43 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:45 | INFO | fairseq_cli.preprocess | [en] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/valid.pl_en.en: 2000 sents, 74468 tokens, 0.0% replaced (by <unk>)
2025-06-05 19:06:45 | INFO | fairseq_cli.preprocess | [en] Dictionary: 50001 types
2025-06-05 19:06:51 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:51 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:51 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 19:06:54 | INFO | fairseq_cli.preprocess | [en] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/test.pl_en.en: 2000 sents, 72236 tokens, 0.0% replaced (by <unk>)
2025-06-05 19:06:54 | INFO | fairseq_cli.preprocess | Wrote preprocessed data to C:\Users\33491\PycharmProjects\machine\fairseq\models\ZeroTrans\europarl_scripts\build_data\europarl_15-bin
