2025-06-05 17:24:41 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:25:42 | INFO | fairseq_cli.preprocess | [en] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/valid.en_fi.en: 2000 sents, 71569 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:25:42 | INFO | fairseq_cli.preprocess | [en] Dictionary: 50001 types
2025-06-05 17:25:52 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:25:53 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:25:53 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:25:56 | INFO | fairseq_cli.preprocess | [en] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/test.en_fi.en: 2000 sents, 72236 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:25:56 | INFO | fairseq_cli.preprocess | [fi] Dictionary: 50001 types
2025-06-05 17:26:07 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:26:08 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:26:08 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:26:43 | INFO | fairseq_cli.preprocess | [fi] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/train.en_fi.fi: 185310 sents, 6606097 tokens, 1.51e-05% replaced (by <unk>)
2025-06-05 17:26:43 | INFO | fairseq_cli.preprocess | [fi] Dictionary: 50001 types
2025-06-05 17:26:54 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:26:54 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:26:54 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:26:58 | INFO | fairseq_cli.preprocess | [fi] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/valid.en_fi.fi: 2000 sents, 71112 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:26:58 | INFO | fairseq_cli.preprocess | [fi] Dictionary: 50001 types
2025-06-05 17:27:08 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:27:08 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:27:08 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:27:11 | INFO | fairseq_cli.preprocess | [fi] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/test.en_fi.fi: 2000 sents, 71754 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:27:11 | INFO | fairseq_cli.preprocess | Wrote preprocessed data to C:\Users\33491\PycharmProjects\machine\fairseq\models\ZeroTrans\europarl_scripts\build_data\europarl_15-bin
