2025-06-05 17:40:21 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:41:20 | INFO | fairseq_cli.preprocess | [en] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/valid.en_hu.en: 2000 sents, 71569 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:41:20 | INFO | fairseq_cli.preprocess | [en] Dictionary: 50001 types
2025-06-05 17:41:32 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:41:32 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:41:32 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:41:35 | INFO | fairseq_cli.preprocess | [en] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/test.en_hu.en: 2000 sents, 72236 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:41:35 | INFO | fairseq_cli.preprocess | [hu] Dictionary: 50001 types
2025-06-05 17:41:47 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:41:47 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:41:47 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:42:24 | INFO | fairseq_cli.preprocess | [hu] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/train.en_hu.hu: 185310 sents, 7206518 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:42:24 | INFO | fairseq_cli.preprocess | [hu] Dictionary: 50001 types
2025-06-05 17:42:34 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:42:35 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:42:35 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:42:38 | INFO | fairseq_cli.preprocess | [hu] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/valid.en_hu.hu: 2000 sents, 77739 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:42:38 | INFO | fairseq_cli.preprocess | [hu] Dictionary: 50001 types
2025-06-05 17:42:49 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:42:49 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:42:49 | INFO | fairseq.tasks.text_to_speech | Please install tensorboardX: pip install tensorboardX
2025-06-05 17:42:52 | INFO | fairseq_cli.preprocess | [hu] C:/Users/33491/PycharmProjects/machine/fairseq/models/ZeroTrans/europarl_scripts/build_data/bpe/test.en_hu.hu: 2000 sents, 78695 tokens, 0.0% replaced (by <unk>)
2025-06-05 17:42:52 | INFO | fairseq_cli.preprocess | Wrote preprocessed data to C:\Users\33491\PycharmProjects\machine\fairseq\models\ZeroTrans\europarl_scripts\build_data\europarl_15-bin
